,state,year,quater,district,registered_users,app_opens
4795,haryana,2023,1,fatehabad district,344515,13027091
4796,haryana,2023,1,palwal district,540064,8165880
4797,haryana,2023,1,charkhi dadri district,143804,5726434
4798,haryana,2023,1,ambala district,486481,5334526
4799,haryana,2023,1,rewari district,728428,7651433
4800,haryana,2023,1,panchkula district,352286,5096706
4801,haryana,2023,1,bhiwani district,489622,23288893
4802,haryana,2023,1,sirsa district,499413,21379822
4803,haryana,2023,1,mewat district,462550,8324447
4804,haryana,2023,1,panipat district,679052,8499970
4805,haryana,2023,1,gurugram district,3572322,17085217
4806,haryana,2023,1,kaithal district,350582,9619468
4807,haryana,2023,1,kurukshetra district,410056,5729756
4808,haryana,2023,1,jhajjar district,545862,11436061
4809,haryana,2023,2,yamunanagar district,431359,9226663
4810,haryana,2023,2,sonipat district,796213,16569674
4811,haryana,2023,2,jind district,459846,15467459
4812,haryana,2023,2,rohtak district,547825,19188429
4813,haryana,2023,2,faridabad district,2097648,9572423
4814,haryana,2023,2,mahendragarh district,449565,11430049
4815,haryana,2023,2,hisar district,879031,30687128
4816,haryana,2023,2,karnal district,664313,14232625
4817,haryana,2023,2,fatehabad district,358626,13412333
4818,haryana,2023,2,palwal district,562608,9494060
4819,haryana,2023,2,charkhi dadri district,150109,7106407
4820,haryana,2023,2,ambala district,505783,5493914
4821,haryana,2023,2,rewari district,757958,7065809
4822,haryana,2023,2,panchkula district,366053,4408774
4823,haryana,2023,2,bhiwani district,511105,25978663
4824,haryana,2023,2,sirsa district,519791,27897298
4825,haryana,2023,2,mewat district,482389,10180771
4826,haryana,2023,2,panipat district,706703,10490036
4827,haryana,2023,2,gurugram district,3707352,18285899
4828,haryana,2023,2,kaithal district,365298,12113129
4829,haryana,2023,2,kurukshetra district,426182,6997431
4830,haryana,2023,2,jhajjar district,568479,12738732
4831,haryana,2023,3,yamunanagar district,448397,11839167
4832,haryana,2023,3,sonipat district,828230,20937019
4833,haryana,2023,3,jind district,478669,19857121
4834,haryana,2023,3,rohtak district,570001,20021226
4835,haryana,2023,3,faridabad district,2177737,8207328
4836,haryana,2023,3,mahendragarh district,468594,10000716
4837,haryana,2023,3,hisar district,913340,30734384
4838,haryana,2023,3,karnal district,690422,18288840
4839,haryana,2023,3,fatehabad district,372881,18107231
4840,haryana,2023,3,palwal district,585232,6584030
4841,haryana,2023,3,charkhi dadri district,156148,5051754
4842,haryana,2023,3,ambala district,525599,7081228
4843,haryana,2023,3,rewari district,788131,9394062
4844,haryana,2023,3,panchkula district,380441,5174814
4845,haryana,2023,3,bhiwani district,532458,33189655
4846,haryana,2023,3,sirsa district,540767,29131933
4847,haryana,2023,3,mewat district,502900,8623576
4848,haryana,2023,3,panipat district,735266,13164662
4849,haryana,2023,3,gurugram district,3846607,16532850
4850,haryana,2023,3,kaithal district,380114,14849602
4851,haryana,2023,3,kurukshetra district,442674,6605291
4852,haryana,2023,3,jhajjar district,591881,14120585
4853,himachal-pradesh,2018,1,solan district,50035,0
4854,himachal-pradesh,2018,1,sirmaur district,15880,0
4855,himachal-pradesh,2018,1,shimla district,28214,0
4856,himachal-pradesh,2018,1,bilaspur district,11975,0
4857,himachal-pradesh,2018,1,hamirpur district,15614,0
4858,himachal-pradesh,2018,1,una district,13234,0
4859,himachal-pradesh,2018,1,kangra district,39016,0
4860,himachal-pradesh,2018,1,kullu district,15318,0
4861,himachal-pradesh,2018,1,mandi district,26238,0
4862,himachal-pradesh,2018,1,lahul and spiti district,487,0
4863,himachal-pradesh,2018,1,chamba district,8678,0
4864,himachal-pradesh,2018,1,kinnaur district,2684,0
4865,himachal-pradesh,2018,2,solan district,68950,0
4866,himachal-pradesh,2018,2,sirmaur district,22379,0
4867,himachal-pradesh,2018,2,shimla district,38590,0
4868,himachal-pradesh,2018,2,bilaspur district,16531,0
4869,himachal-pradesh,2018,2,hamirpur district,21374,0
4870,himachal-pradesh,2018,2,una district,18691,0
4871,himachal-pradesh,2018,2,kangra district,54828,0
4872,himachal-pradesh,2018,2,kullu district,21077,0
4873,himachal-pradesh,2018,2,mandi district,36126,0
4874,himachal-pradesh,2018,2,lahul and spiti district,633,0
4875,himachal-pradesh,2018,2,chamba district,12259,0
4876,himachal-pradesh,2018,2,kinnaur district,3861,0
4877,himachal-pradesh,2018,3,solan district,88724,0
4878,himachal-pradesh,2018,3,sirmaur district,28959,0
4879,himachal-pradesh,2018,3,shimla district,49820,0
4880,himachal-pradesh,2018,3,bilaspur district,21030,0
4881,himachal-pradesh,2018,3,hamirpur district,27915,0
4882,himachal-pradesh,2018,3,una district,24952,0
4883,himachal-pradesh,2018,3,kangra district,71494,0
4884,himachal-pradesh,2018,3,kullu district,26840,0
4885,himachal-pradesh,2018,3,mandi district,45876,0
4886,himachal-pradesh,2018,3,lahul and spiti district,803,0
4887,himachal-pradesh,2018,3,chamba district,16157,0
4888,himachal-pradesh,2018,3,kinnaur district,5064,0
4889,himachal-pradesh,2018,4,solan district,113278,0
4890,himachal-pradesh,2018,4,sirmaur district,38194,0
4891,himachal-pradesh,2018,4,shimla district,64640,0
4892,himachal-pradesh,2018,4,bilaspur district,26517,0
4893,himachal-pradesh,2018,4,hamirpur district,35979,0
4894,himachal-pradesh,2018,4,una district,32451,0
4895,himachal-pradesh,2018,4,kangra district,92887,0
4896,himachal-pradesh,2018,4,kullu district,34719,0
4897,himachal-pradesh,2018,4,mandi district,58526,0
4898,himachal-pradesh,2018,4,lahul and spiti district,1078,0
4899,himachal-pradesh,2018,4,chamba district,21538,0
4900,himachal-pradesh,2018,4,kinnaur district,6536,0
4901,himachal-pradesh,2019,1,solan district,139300,0
4902,himachal-pradesh,2019,1,sirmaur district,47638,0
4903,himachal-pradesh,2019,1,shimla district,80651,0
4904,himachal-pradesh,2019,1,bilaspur district,32537,0
4905,himachal-pradesh,2019,1,hamirpur district,44206,0
4906,himachal-pradesh,2019,1,una district,40315,0
4907,himachal-pradesh,2019,1,kangra district,115120,0
4908,himachal-pradesh,2019,1,kullu district,43436,0
4909,himachal-pradesh,2019,1,mandi district,72963,0
4910,himachal-pradesh,2019,1,lahul and spiti district,1307,0
4911,himachal-pradesh,2019,1,chamba district,27481,0
4912,himachal-pradesh,2019,1,kinnaur district,8251,0
4913,himachal-pradesh,2019,2,solan district,159989,795083
4914,himachal-pradesh,2019,2,sirmaur district,55409,241468
4915,himachal-pradesh,2019,2,shimla district,96928,459939
4916,himachal-pradesh,2019,2,bilaspur district,38131,133419
4917,himachal-pradesh,2019,2,hamirpur district,51669,185187
4918,himachal-pradesh,2019,2,una district,47644,190785
4919,himachal-pradesh,2019,2,kangra district,139517,537267
4920,himachal-pradesh,2019,2,kullu district,51977,289657
4921,himachal-pradesh,2019,2,mandi district,86701,298064
4922,himachal-pradesh,2019,2,lahul and spiti district,1490,3297
4923,himachal-pradesh,2019,2,chamba district,33377,131156
4924,himachal-pradesh,2019,2,kinnaur district,9771,56389
4925,himachal-pradesh,2019,3,solan district,178922,2660970
4926,himachal-pradesh,2019,3,sirmaur district,62048,797300
4927,himachal-pradesh,2019,3,shimla district,110575,1546838
4928,himachal-pradesh,2019,3,bilaspur district,43115,441237
4929,himachal-pradesh,2019,3,hamirpur district,58950,671492
4930,himachal-pradesh,2019,3,una district,54164,640095
4931,himachal-pradesh,2019,3,kangra district,160161,1689183
4932,himachal-pradesh,2019,3,kullu district,59192,695567
4933,himachal-pradesh,2019,3,mandi district,98589,971068
4934,himachal-pradesh,2019,3,lahul and spiti district,1617,16249
4935,himachal-pradesh,2019,3,chamba district,37974,417339
4936,himachal-pradesh,2019,3,kinnaur district,10877,173403
4937,himachal-pradesh,2019,4,solan district,198962,3094917
4938,himachal-pradesh,2019,4,sirmaur district,69583,925283
4939,himachal-pradesh,2019,4,shimla district,124960,1733165
4940,himachal-pradesh,2019,4,bilaspur district,48453,526420
4941,himachal-pradesh,2019,4,hamirpur district,66179,790412
4942,himachal-pradesh,2019,4,una district,61055,759757
4943,himachal-pradesh,2019,4,kangra district,181133,2063046
4944,himachal-pradesh,2019,4,kullu district,66640,881862
4945,himachal-pradesh,2019,4,mandi district,111017,1150109
4946,himachal-pradesh,2019,4,lahul and spiti district,1938,20274
4947,himachal-pradesh,2019,4,chamba district,43715,501894
4948,himachal-pradesh,2019,4,kinnaur district,12310,190765
4949,himachal-pradesh,2020,1,solan district,220293,3472122
4950,himachal-pradesh,2020,1,sirmaur district,77972,1116073
4951,himachal-pradesh,2020,1,shimla district,139890,1827107
4952,himachal-pradesh,2020,1,bilaspur district,54024,644156
4953,himachal-pradesh,2020,1,hamirpur district,73945,946744
4954,himachal-pradesh,2020,1,una district,68564,909036
4955,himachal-pradesh,2020,1,kangra district,205367,2464280
4956,himachal-pradesh,2020,1,kullu district,74668,1006068
4957,himachal-pradesh,2020,1,mandi district,124971,1412270
4958,himachal-pradesh,2020,1,lahul and spiti district,2252,27781
4959,himachal-pradesh,2020,1,chamba district,50169,600979
4960,himachal-pradesh,2020,1,kinnaur district,13910,213488
4961,himachal-pradesh,2020,2,solan district,243732,3305076
4962,himachal-pradesh,2020,2,sirmaur district,88117,1211673
4963,himachal-pradesh,2020,2,shimla district,156539,1806819
4964,himachal-pradesh,2020,2,bilaspur district,61050,783049
4965,himachal-pradesh,2020,2,hamirpur district,84216,1096242
4966,himachal-pradesh,2020,2,una district,78363,1074892
4967,himachal-pradesh,2020,2,kangra district,235773,3205540
4968,himachal-pradesh,2020,2,kullu district,82616,803031
4969,himachal-pradesh,2020,2,mandi district,142668,1719858
4970,himachal-pradesh,2020,2,lahul and spiti district,2608,53176
4971,himachal-pradesh,2020,2,chamba district,58362,787826
4972,himachal-pradesh,2020,2,kinnaur district,15823,278398
4973,himachal-pradesh,2020,3,solan district,265701,3875019
4974,himachal-pradesh,2020,3,sirmaur district,97464,1390310
4975,himachal-pradesh,2020,3,shimla district,172418,2337051
4976,himachal-pradesh,2020,3,bilaspur district,67233,833764
4977,himachal-pradesh,2020,3,hamirpur district,93465,1201125
4978,himachal-pradesh,2020,3,una district,86177,1178220
4979,himachal-pradesh,2020,3,kangra district,261293,3450088
4980,himachal-pradesh,2020,3,kullu district,90699,979226
4981,himachal-pradesh,2020,3,mandi district,158237,1859694
4982,himachal-pradesh,2020,3,lahul and spiti district,3008,91931
4983,himachal-pradesh,2020,3,chamba district,65214,893371
4984,himachal-pradesh,2020,3,kinnaur district,17725,321951
4985,himachal-pradesh,2020,4,solan district,289889,4778612
4986,himachal-pradesh,2020,4,sirmaur district,107144,1642256
4987,himachal-pradesh,2020,4,shimla district,189005,2785060
4988,himachal-pradesh,2020,4,bilaspur district,73296,967514
4989,himachal-pradesh,2020,4,hamirpur district,101825,1366513
4990,himachal-pradesh,2020,4,una district,93778,1337623
4991,himachal-pradesh,2020,4,kangra district,285210,3971323
4992,himachal-pradesh,2020,4,kullu district,99814,1487242
4993,himachal-pradesh,2020,4,mandi district,173403,2152427
4994,himachal-pradesh,2020,4,lahul and spiti district,3611,93784
4995,himachal-pradesh,2020,4,chamba district,72124,1050260
4996,himachal-pradesh,2020,4,kinnaur district,19667,368534
4997,himachal-pradesh,2021,1,solan district,312360,5433072
4998,himachal-pradesh,2021,1,sirmaur district,115705,1873784
4999,himachal-pradesh,2021,1,shimla district,202911,2980576
5000,himachal-pradesh,2021,1,bilaspur district,78663,1051062
5001,himachal-pradesh,2021,1,hamirpur district,109372,1412578
5002,himachal-pradesh,2021,1,una district,100832,1406676
5003,himachal-pradesh,2021,1,kangra district,306531,4233701
5004,himachal-pradesh,2021,1,kullu district,107536,1960270
5005,himachal-pradesh,2021,1,mandi district,186340,2344384
5006,himachal-pradesh,2021,1,lahul and spiti district,3938,81725
5007,himachal-pradesh,2021,1,chamba district,77599,1111619
5008,himachal-pradesh,2021,1,kinnaur district,21164,338647
5009,himachal-pradesh,2021,2,solan district,334716,5499854
5010,himachal-pradesh,2021,2,sirmaur district,124764,3957169
5011,himachal-pradesh,2021,2,shimla district,218068,5611146
5012,himachal-pradesh,2021,2,bilaspur district,84508,1858165
5013,himachal-pradesh,2021,2,hamirpur district,117381,2034049
5014,himachal-pradesh,2021,2,una district,108338,2188195
5015,himachal-pradesh,2021,2,kangra district,329232,7137976
5016,himachal-pradesh,2021,2,kullu district,115278,3231422
5017,himachal-pradesh,2021,2,mandi district,200277,5696942
5018,himachal-pradesh,2021,2,lahul and spiti district,4254,937278
5019,himachal-pradesh,2021,2,chamba district,83542,3802308
5020,himachal-pradesh,2021,2,kinnaur district,22793,1315473
5021,himachal-pradesh,2021,3,solan district,360324,6782274
5022,himachal-pradesh,2021,3,sirmaur district,134870,4656571
5023,himachal-pradesh,2021,3,shimla district,235163,7467127
5024,himachal-pradesh,2021,3,bilaspur district,91291,2173844
5025,himachal-pradesh,2021,3,hamirpur district,126753,2131942
5026,himachal-pradesh,2021,3,una district,116973,2561006
5027,himachal-pradesh,2021,3,kangra district,355274,8202082
5028,himachal-pradesh,2021,3,kullu district,124078,4400259
5029,himachal-pradesh,2021,3,mandi district,216188,6281857
5030,himachal-pradesh,2021,3,lahul and spiti district,4660,1936498
5031,himachal-pradesh,2021,3,chamba district,90344,4430504
5032,himachal-pradesh,2021,3,kinnaur district,24708,1946324
5033,himachal-pradesh,2021,4,solan district,385901,10347236
5034,himachal-pradesh,2021,4,sirmaur district,144716,3750604
5035,himachal-pradesh,2021,4,shimla district,251745,5770212
5036,himachal-pradesh,2021,4,bilaspur district,97687,2031090
5037,himachal-pradesh,2021,4,hamirpur district,135670,2858483
5038,himachal-pradesh,2021,4,una district,125192,2739101
5039,himachal-pradesh,2021,4,kangra district,380492,8495356
5040,himachal-pradesh,2021,4,kullu district,132702,3731636
5041,himachal-pradesh,2021,4,mandi district,231360,4546592
5042,himachal-pradesh,2021,4,lahul and spiti district,5052,249743
5043,himachal-pradesh,2021,4,chamba district,96745,2375444
5044,himachal-pradesh,2021,4,kinnaur district,26485,775485
5045,himachal-pradesh,2022,1,solan district,410487,6710908
5046,himachal-pradesh,2022,1,sirmaur district,154267,8561040
5047,himachal-pradesh,2022,1,shimla district,267642,10998338
5048,himachal-pradesh,2022,1,bilaspur district,104121,3566950
5049,himachal-pradesh,2022,1,hamirpur district,144434,2665125
5050,himachal-pradesh,2022,1,una district,133249,3601757
5051,himachal-pradesh,2022,1,kangra district,405048,11350217
5052,himachal-pradesh,2022,1,kullu district,141024,5488435
5053,himachal-pradesh,2022,1,mandi district,246307,11736477
5054,himachal-pradesh,2022,1,lahul and spiti district,5365,2063470
5055,himachal-pradesh,2022,1,chamba district,103270,8403790
5056,himachal-pradesh,2022,1,kinnaur district,28269,2131771
5057,himachal-pradesh,2022,2,solan district,433753,8005883
5058,himachal-pradesh,2022,2,sirmaur district,163150,10410971
5059,himachal-pradesh,2022,2,shimla district,282560,15220633
5060,himachal-pradesh,2022,2,bilaspur district,110019,3821007
5061,himachal-pradesh,2022,2,hamirpur district,152759,2741162
5062,himachal-pradesh,2022,2,una district,140791,4520371
