,state,year,quater,district,transaction_count,transaction_amount
399,arunachal-pradesh,2018,2,kurung kumey district,83,123737.2220411206
400,arunachal-pradesh,2018,2,anjaw district,7,7871.020814692305
401,arunachal-pradesh,2018,2,siang district,336,740232.6309634304
402,arunachal-pradesh,2018,2,lower siang district,2292,2179451.657976534
403,arunachal-pradesh,2018,2,kra daadi district,247,987135.9959717204
404,arunachal-pradesh,2018,2,changlang district,6066,13294258.50337311
405,arunachal-pradesh,2018,2,pakke kessang district,48,58359.57138935899
406,arunachal-pradesh,2018,2,dibang valley district,68,65769.2036735354
407,arunachal-pradesh,2018,2,west kameng district,10466,25521321.34140157
408,arunachal-pradesh,2018,2,east siang district,6363,15285584.202916935
409,arunachal-pradesh,2018,2,upper subansiri district,1285,2911910.3689207276
410,arunachal-pradesh,2018,2,east kameng district,522,1825297.4617279815
411,arunachal-pradesh,2018,2,lohit district,6962,20520618.881890118
412,arunachal-pradesh,2018,2,lepa rada district,511,731444.7370576829
413,arunachal-pradesh,2018,2,tawang district,5447,13722374.811357912
414,arunachal-pradesh,2018,2,namsai district,3230,6271811.327635023
415,arunachal-pradesh,2018,3,lower dibang valley district,2824,6074558.207066888
416,arunachal-pradesh,2018,3,lower subansiri district,2346,5154231.737357968
417,arunachal-pradesh,2018,3,longding district,5288,18327334.050755527
418,arunachal-pradesh,2018,3,west siang district,3337,12966152.792519316
419,arunachal-pradesh,2018,3,kamle district,93,30504.94301319112
420,arunachal-pradesh,2018,3,upper siang district,250,743956.1055720671
421,arunachal-pradesh,2018,3,tirap district,3322,7479257.007852319
422,arunachal-pradesh,2018,3,papum pare district,43282,101080479.2917223
423,arunachal-pradesh,2018,3,kurung kumey district,255,303027.4066451341
424,arunachal-pradesh,2018,3,anjaw district,13,95403.67678261214
425,arunachal-pradesh,2018,3,siang district,615,2141734.499956036
426,arunachal-pradesh,2018,3,lower siang district,2625,3045590.882295873
427,arunachal-pradesh,2018,3,kra daadi district,436,1606758.4080739785
428,arunachal-pradesh,2018,3,changlang district,10162,20494174.949715402
429,arunachal-pradesh,2018,3,pakke kessang district,165,305164.81707575504
430,arunachal-pradesh,2018,3,dibang valley district,29,196466.66696677107
431,arunachal-pradesh,2018,3,west kameng district,17026,48528147.45054105
432,arunachal-pradesh,2018,3,east siang district,10539,24885270.773230057
433,arunachal-pradesh,2018,3,upper subansiri district,1601,4223297.613673143
434,arunachal-pradesh,2018,3,east kameng district,1029,3132863.590645522
435,arunachal-pradesh,2018,3,lohit district,11595,32702331.664437763
436,arunachal-pradesh,2018,3,lepa rada district,523,1777602.4370017413
437,arunachal-pradesh,2018,3,tawang district,8715,25733824.994109266
438,arunachal-pradesh,2018,3,namsai district,5076,10698272.774381302
439,arunachal-pradesh,2018,4,lower dibang valley district,4227,10951332.393937869
440,arunachal-pradesh,2018,4,lower subansiri district,3735,8884930.591487257
441,arunachal-pradesh,2018,4,longding district,6581,22545311.85089966
442,arunachal-pradesh,2018,4,west siang district,3813,14013986.244825875
443,arunachal-pradesh,2018,4,kamle district,247,361497.05682825705
444,arunachal-pradesh,2018,4,upper siang district,1041,2157332.9473089008
445,arunachal-pradesh,2018,4,tirap district,5725,10811742.670586085
446,arunachal-pradesh,2018,4,papum pare district,55224,154875448.20778143
447,arunachal-pradesh,2018,4,kurung kumey district,444,759686.7195777439
448,arunachal-pradesh,2018,4,anjaw district,273,495578.19942643447
449,arunachal-pradesh,2018,4,siang district,822,2176630.237443937
450,arunachal-pradesh,2018,4,lower siang district,2883,4533291.201383284
451,arunachal-pradesh,2018,4,kra daadi district,750,3254327.442489025
452,arunachal-pradesh,2018,4,changlang district,13950,32343047.413952358
453,arunachal-pradesh,2018,4,pakke kessang district,297,462143.5189972004
454,arunachal-pradesh,2018,4,dibang valley district,40,97205.28808666342
455,arunachal-pradesh,2018,4,west kameng district,25439,89194886.84322134
456,arunachal-pradesh,2018,4,shi yomi district,61,42483.80153055695
457,arunachal-pradesh,2018,4,east siang district,12893,34272134.344916776
458,arunachal-pradesh,2018,4,upper subansiri district,2686,8771042.079749444
459,arunachal-pradesh,2018,4,east kameng district,1750,5936855.710462087
460,arunachal-pradesh,2018,4,lohit district,14268,40510521.949797615
461,arunachal-pradesh,2018,4,lepa rada district,932,3023578.1893019043
462,arunachal-pradesh,2018,4,tawang district,11104,35921510.89403269
463,arunachal-pradesh,2018,4,namsai district,7244,17643523.29373534
464,arunachal-pradesh,2019,1,lower dibang valley district,6314,13738776.18143886
465,arunachal-pradesh,2019,1,lower subansiri district,4994,12615032.122891838
466,arunachal-pradesh,2019,1,longding district,7287,25349462.055245366
467,arunachal-pradesh,2019,1,west siang district,5921,19426751.301233895
468,arunachal-pradesh,2019,1,kamle district,391,725807.1059240355
469,arunachal-pradesh,2019,1,upper siang district,1154,2756678.3077581595
470,arunachal-pradesh,2019,1,tirap district,6877,14075747.836402504
471,arunachal-pradesh,2019,1,papum pare district,70941,188556716.3567257
472,arunachal-pradesh,2019,1,kurung kumey district,740,2076644.1215012982
473,arunachal-pradesh,2019,1,anjaw district,2116,4643030.795590812
474,arunachal-pradesh,2019,1,siang district,1282,2552682.037255951
475,arunachal-pradesh,2019,1,lower siang district,3565,6923301.927893572
476,arunachal-pradesh,2019,1,kra daadi district,1070,3797175.4842446605
477,arunachal-pradesh,2019,1,changlang district,17589,40239141.669717625
478,arunachal-pradesh,2019,1,pakke kessang district,545,1682922.8373646357
479,arunachal-pradesh,2019,1,dibang valley district,102,301591.38639926765
480,arunachal-pradesh,2019,1,west kameng district,34289,101333633.67604163
481,arunachal-pradesh,2019,1,shi yomi district,19,212989.63045272
482,arunachal-pradesh,2019,1,east siang district,15621,39284373.05409969
483,arunachal-pradesh,2019,1,upper subansiri district,3880,14105451.853243299
484,arunachal-pradesh,2019,1,east kameng district,2688,9107597.731491327
485,arunachal-pradesh,2019,1,lohit district,15896,42834776.778045304
486,arunachal-pradesh,2019,1,lepa rada district,1523,4054526.308789035
487,arunachal-pradesh,2019,1,tawang district,13102,39489779.13784294
488,arunachal-pradesh,2019,1,namsai district,8600,20065516.616355177
489,arunachal-pradesh,2019,2,lower dibang valley district,5819,13737167.7479776
490,arunachal-pradesh,2019,2,lower subansiri district,5579,14746949.652010633
491,arunachal-pradesh,2019,2,longding district,6744,23464027.892812617
492,arunachal-pradesh,2019,2,west siang district,8041,24549832.977181494
493,arunachal-pradesh,2019,2,kamle district,414,1136776.6962042823
494,arunachal-pradesh,2019,2,upper siang district,1079,3993676.3296563537
495,arunachal-pradesh,2019,2,tirap district,6868,18633793.43372325
496,arunachal-pradesh,2019,2,papum pare district,86433,246640891.34861866
497,arunachal-pradesh,2019,2,kurung kumey district,1427,4036511.9338615797
498,arunachal-pradesh,2019,2,anjaw district,2473,5220589.920801567
499,arunachal-pradesh,2019,2,siang district,1654,5373179.351887872
500,arunachal-pradesh,2019,2,lower siang district,3791,7075961.239041175
501,arunachal-pradesh,2019,2,kra daadi district,1447,4315353.218765283
502,arunachal-pradesh,2019,2,changlang district,18631,48891048.26477764
503,arunachal-pradesh,2019,2,pakke kessang district,687,1750138.0587616218
504,arunachal-pradesh,2019,2,dibang valley district,98,214966.6162180208
505,arunachal-pradesh,2019,2,west kameng district,37430,122521180.75595039
506,arunachal-pradesh,2019,2,shi yomi district,13,65209.39364354455
507,arunachal-pradesh,2019,2,east siang district,16494,46549881.23941852
508,arunachal-pradesh,2019,2,upper subansiri district,4827,18395806.566284098
509,arunachal-pradesh,2019,2,east kameng district,2309,8996397.735290494
510,arunachal-pradesh,2019,2,lohit district,18693,48893746.831022196
511,arunachal-pradesh,2019,2,lepa rada district,2108,5045595.906781289
512,arunachal-pradesh,2019,2,tawang district,15960,55915834.5871187
513,arunachal-pradesh,2019,2,namsai district,9637,22491356.65721929
514,arunachal-pradesh,2019,3,lower dibang valley district,8405,15177864.63915902
515,arunachal-pradesh,2019,3,lower subansiri district,8828,21059967.49943525
516,arunachal-pradesh,2019,3,longding district,10269,26620415.01923828
517,arunachal-pradesh,2019,3,west siang district,11889,30014806.816802975
518,arunachal-pradesh,2019,3,kamle district,677,968784.5134103607
519,arunachal-pradesh,2019,3,upper siang district,1419,3927440.4417752204
520,arunachal-pradesh,2019,3,tirap district,11249,21737827.19336869
521,arunachal-pradesh,2019,3,papum pare district,117940,301518075.7016427
522,arunachal-pradesh,2019,3,kurung kumey district,1579,3674797.099413435
523,arunachal-pradesh,2019,3,anjaw district,4230,9665384.074972186
524,arunachal-pradesh,2019,3,siang district,2640,6888800.898705382
525,arunachal-pradesh,2019,3,lower siang district,5348,9507511.569068512
526,arunachal-pradesh,2019,3,kra daadi district,2187,5520848.186492377
527,arunachal-pradesh,2019,3,changlang district,29218,58354823.443366826
528,arunachal-pradesh,2019,3,pakke kessang district,977,2145842.2925678995
529,arunachal-pradesh,2019,3,dibang valley district,202,675909.9962923382
530,arunachal-pradesh,2019,3,west kameng district,53939,147186019.8759076
531,arunachal-pradesh,2019,3,shi yomi district,27,30367.754712275342
532,arunachal-pradesh,2019,3,east siang district,22611,58040119.9573143
533,arunachal-pradesh,2019,3,upper subansiri district,7803,22099628.49449406
534,arunachal-pradesh,2019,3,east kameng district,3814,10631335.871797245
535,arunachal-pradesh,2019,3,lohit district,24505,54539458.21434432
536,arunachal-pradesh,2019,3,lepa rada district,2928,4930337.942058578
537,arunachal-pradesh,2019,3,tawang district,24097,72221026.28393415
538,arunachal-pradesh,2019,3,namsai district,13453,25507641.015596062
539,arunachal-pradesh,2019,4,lower dibang valley district,10376,21103089.24170351
540,arunachal-pradesh,2019,4,lower subansiri district,11806,29634357.486805215
541,arunachal-pradesh,2019,4,longding district,11018,29245021.393976457
542,arunachal-pradesh,2019,4,west siang district,14581,39460255.46641725
543,arunachal-pradesh,2019,4,kamle district,999,1620922.3277442688
544,arunachal-pradesh,2019,4,upper siang district,4165,12739585.638734035
545,arunachal-pradesh,2019,4,tirap district,16459,38467790.7269052
546,arunachal-pradesh,2019,4,papum pare district,143272,378838002.3434037
547,arunachal-pradesh,2019,4,kurung kumey district,1343,4526789.748638094
548,arunachal-pradesh,2019,4,anjaw district,5417,11887950.534618177
549,arunachal-pradesh,2019,4,siang district,4756,8833695.424992222
550,arunachal-pradesh,2019,4,lower siang district,6628,11985865.259161524
551,arunachal-pradesh,2019,4,kra daadi district,2830,7804936.327522229
552,arunachal-pradesh,2019,4,changlang district,33963,71874990.9639822
553,arunachal-pradesh,2019,4,pakke kessang district,1194,2287739.0120923957
554,arunachal-pradesh,2019,4,dibang valley district,267,1240493.0270471391
555,arunachal-pradesh,2019,4,west kameng district,66740,198205637.50055438
556,arunachal-pradesh,2019,4,shi yomi district,232,170772.72677991798
557,arunachal-pradesh,2019,4,east siang district,26605,72075285.44344108
558,arunachal-pradesh,2019,4,upper subansiri district,9285,28319761.873849634
559,arunachal-pradesh,2019,4,east kameng district,5646,19408662.74847077
560,arunachal-pradesh,2019,4,lohit district,29281,67502324.59236205
561,arunachal-pradesh,2019,4,lepa rada district,4245,8888753.875914622
562,arunachal-pradesh,2019,4,tawang district,30077,91949243.6071119
563,arunachal-pradesh,2019,4,namsai district,18290,32501252.235055383
564,arunachal-pradesh,2020,1,lower dibang valley district,14400,29552510.9414332
565,arunachal-pradesh,2020,1,lower subansiri district,15770,34273250.7179902
566,arunachal-pradesh,2020,1,longding district,13240,35267439.983279385
567,arunachal-pradesh,2020,1,west siang district,19728,47929440.73153875
568,arunachal-pradesh,2020,1,kamle district,1434,3418975.8263023924
569,arunachal-pradesh,2020,1,upper siang district,7055,17820679.64619372
570,arunachal-pradesh,2020,1,tirap district,18369,40877851.79372531
571,arunachal-pradesh,2020,1,papum pare district,180373,457430754.1595316
572,arunachal-pradesh,2020,1,kurung kumey district,2294,5942677.061635139
573,arunachal-pradesh,2020,1,anjaw district,5025,12808735.858744403
574,arunachal-pradesh,2020,1,siang district,5136,11962344.13711079
575,arunachal-pradesh,2020,1,lower siang district,8047,15520255.403975137
576,arunachal-pradesh,2020,1,kra daadi district,3407,10045462.795181293
577,arunachal-pradesh,2020,1,changlang district,43858,93461363.58699805
578,arunachal-pradesh,2020,1,pakke kessang district,2044,3425821.315796173
579,arunachal-pradesh,2020,1,dibang valley district,397,878784.5955219769
580,arunachal-pradesh,2020,1,west kameng district,75363,198712422.2374845
581,arunachal-pradesh,2020,1,shi yomi district,117,566189.9936512378
582,arunachal-pradesh,2020,1,east siang district,33743,82011539.42531273
583,arunachal-pradesh,2020,1,upper subansiri district,12313,33686711.81345673
584,arunachal-pradesh,2020,1,east kameng district,7379,20456070.89377439
585,arunachal-pradesh,2020,1,lohit district,36985,83701268.27182505
586,arunachal-pradesh,2020,1,lepa rada district,5721,11137993.767266009
587,arunachal-pradesh,2020,1,tawang district,31865,84425193.41571434
588,arunachal-pradesh,2020,1,namsai district,23112,46444942.9567038
589,arunachal-pradesh,2020,2,lower dibang valley district,26234,42360072.526896134
590,arunachal-pradesh,2020,2,lower subansiri district,25703,46133123.517396785
591,arunachal-pradesh,2020,2,longding district,20664,54678022.50234371
592,arunachal-pradesh,2020,2,west siang district,32777,72790231.05472675
593,arunachal-pradesh,2020,2,kamle district,2397,4126243.0778709752
594,arunachal-pradesh,2020,2,upper siang district,10899,28048492.10512026
595,arunachal-pradesh,2020,2,tirap district,28830,63497030.840810165
596,arunachal-pradesh,2020,2,papum pare district,221728,535085907.34048563
597,arunachal-pradesh,2020,2,kurung kumey district,3847,11359743.457053192
598,arunachal-pradesh,2020,2,anjaw district,7617,18795023.531477228
599,arunachal-pradesh,2020,2,siang district,9827,18585670.46796793
600,arunachal-pradesh,2020,2,lower siang district,13321,23571085.32253689
601,arunachal-pradesh,2020,2,kra daadi district,5264,15730996.227462547
602,arunachal-pradesh,2020,2,changlang district,69279,128572447.99797386
603,arunachal-pradesh,2020,2,pakke kessang district,3558,4635272.064395212
604,arunachal-pradesh,2020,2,dibang valley district,966,2559724.8369189673
