,state,year,quater,district,transaction_count,transaction_amount
5855,jharkhand,2020,2,garhwa district,599059,1748704415.4989936
5856,jharkhand,2020,2,saraikela kharsawan district,587527,766916078.3234978
5857,jharkhand,2020,2,gumla district,175059,330789187.03839815
5858,jharkhand,2020,2,chatra district,476954,1108137355.0743728
5859,jharkhand,2020,2,khunti district,127141,263827186.5077803
5860,jharkhand,2020,2,dhanbad district,2069288,2849779826.644753
5861,jharkhand,2020,2,godda district,342499,727907900.2439984
5862,jharkhand,2020,2,deoghar district,517347,910853520.4686105
5863,jharkhand,2020,2,palamu district,977293,2564725761.923155
5864,jharkhand,2020,2,latehar district,301760,870606389.4069383
5865,jharkhand,2020,2,west singhbhum district,384576,582210638.4847379
5866,jharkhand,2020,2,pakur district,147662,275919707.4833728
5867,jharkhand,2020,2,lohardaga district,149462,289764741.07358885
5868,jharkhand,2020,2,sahebganj district,245058,659620579.2781014
5869,jharkhand,2020,2,giridih district,1094408,1886588905.3434167
5870,jharkhand,2020,2,bokaro district,2042748,2612705534.8983884
5871,jharkhand,2020,3,ramgarh district,1222166,1969854247.423759
5872,jharkhand,2020,3,ranchi district,6079407,12343755027.43895
5873,jharkhand,2020,3,east singhbhum district,2722454,4116728544.957738
5874,jharkhand,2020,3,jamtara district,167054,337059955.068951
5875,jharkhand,2020,3,dumka district,329425,648063334.9878433
5876,jharkhand,2020,3,koderma district,670438,1354273356.911725
5877,jharkhand,2020,3,hazaribagh district,2043474,3943736117.757715
5878,jharkhand,2020,3,simdega district,114037,257055553.20793328
5879,jharkhand,2020,3,garhwa district,691808,1995620748.670542
5880,jharkhand,2020,3,saraikela kharsawan district,813102,1185068471.0752506
5881,jharkhand,2020,3,gumla district,211669,453944247.74527246
5882,jharkhand,2020,3,chatra district,553055,1310278826.408379
5883,jharkhand,2020,3,khunti district,259453,653803866.6006848
5884,jharkhand,2020,3,dhanbad district,2897219,4328813599.670497
5885,jharkhand,2020,3,godda district,419522,946721454.8104622
5886,jharkhand,2020,3,deoghar district,696852,1245632763.5577192
5887,jharkhand,2020,3,palamu district,1186565,3029928179.9686275
5888,jharkhand,2020,3,latehar district,354462,979875803.5760496
5889,jharkhand,2020,3,west singhbhum district,471912,884348327.5039041
5890,jharkhand,2020,3,pakur district,177650,376632378.6947435
5891,jharkhand,2020,3,lohardaga district,195656,425384823.0010126
5892,jharkhand,2020,3,sahebganj district,298379,828597626.3482716
5893,jharkhand,2020,3,giridih district,1577805,3133920203.0911756
5894,jharkhand,2020,3,bokaro district,2914909,3873518361.5365276
5895,jharkhand,2020,4,ramgarh district,1794655,3007749575.42791
5896,jharkhand,2020,4,ranchi district,8317124,15659917253.677042
5897,jharkhand,2020,4,east singhbhum district,4179679,6186133250.919455
5898,jharkhand,2020,4,jamtara district,219668,411533853.2107391
5899,jharkhand,2020,4,dumka district,477931,945885729.6587029
5900,jharkhand,2020,4,koderma district,1009906,2084555455.864562
5901,jharkhand,2020,4,hazaribagh district,3130010,6000420755.634438
5902,jharkhand,2020,4,simdega district,159242,394670989.1547481
5903,jharkhand,2020,4,garhwa district,1066915,3132518917.570641
5904,jharkhand,2020,4,saraikela kharsawan district,1193402,1733160460.894959
5905,jharkhand,2020,4,gumla district,304672,683638237.6119499
5906,jharkhand,2020,4,chatra district,803578,1902306145.1554122
5907,jharkhand,2020,4,khunti district,308867,747006598.3386451
5908,jharkhand,2020,4,dhanbad district,4393208,6659934484.806874
5909,jharkhand,2020,4,godda district,565640,1281356655.8426871
5910,jharkhand,2020,4,deoghar district,997893,1729898241.8346453
5911,jharkhand,2020,4,palamu district,1861344,4863829078.659186
5912,jharkhand,2020,4,latehar district,528656,1484525842.3836887
5913,jharkhand,2020,4,west singhbhum district,681181,1292020190.6032867
5914,jharkhand,2020,4,pakur district,250419,572066553.6930829
5915,jharkhand,2020,4,lohardaga district,270837,604770618.0510373
5916,jharkhand,2020,4,sahebganj district,480796,1235490291.6690285
5917,jharkhand,2020,4,giridih district,2130742,4345307139.123083
5918,jharkhand,2020,4,bokaro district,4305268,5846478510.257725
5919,jharkhand,2021,1,ramgarh district,1838015,3113016266.674764
5920,jharkhand,2021,1,ranchi district,11611641,20516524899.03152
5921,jharkhand,2021,1,east singhbhum district,4431654,6647300274.483877
5922,jharkhand,2021,1,jamtara district,208526,456838927.1135131
5923,jharkhand,2021,1,dumka district,485116,1054597944.1023581
5924,jharkhand,2021,1,koderma district,1058803,2379867579.0265236
5925,jharkhand,2021,1,hazaribagh district,3539762,6866253812.618536
5926,jharkhand,2021,1,simdega district,163159,443425869.7908051
5927,jharkhand,2021,1,garhwa district,1096691,3661839156.3892975
5928,jharkhand,2021,1,saraikela kharsawan district,1224133,1846065133.2774882
5929,jharkhand,2021,1,gumla district,300767,700017298.5308061
5930,jharkhand,2021,1,chatra district,839701,2171985101.448553
5931,jharkhand,2021,1,khunti district,464048,1047603370.1557792
5932,jharkhand,2021,1,dhanbad district,4584110,6811987883.293642
5933,jharkhand,2021,1,godda district,584620,1457345939.5015016
5934,jharkhand,2021,1,deoghar district,1017919,1876182730.6236756
5935,jharkhand,2021,1,palamu district,2014288,5697480883.817553
5936,jharkhand,2021,1,latehar district,546679,1732342142.5834413
5937,jharkhand,2021,1,west singhbhum district,670523,1322374324.8912904
5938,jharkhand,2021,1,pakur district,263883,682145434.961675
5939,jharkhand,2021,1,lohardaga district,259945,625119351.870021
5940,jharkhand,2021,1,sahebganj district,517329,1456515063.8178966
5941,jharkhand,2021,1,giridih district,2479885,5277166388.790894
5942,jharkhand,2021,1,bokaro district,4420466,5905357346.344383
5943,jharkhand,2021,2,ramgarh district,2288585,3877533810.611661
5944,jharkhand,2021,2,ranchi district,12803752,24097148083.85807
5945,jharkhand,2021,2,east singhbhum district,4844508,7485477213.88922
5946,jharkhand,2021,2,jamtara district,268046,576323502.2984698
5947,jharkhand,2021,2,dumka district,579153,1248082915.3199866
5948,jharkhand,2021,2,koderma district,1572074,3471429723.7763453
5949,jharkhand,2021,2,hazaribagh district,4311550,8773101232.77659
5950,jharkhand,2021,2,simdega district,204689,556206846.121381
5951,jharkhand,2021,2,garhwa district,1508109,4795351244.711267
5952,jharkhand,2021,2,saraikela kharsawan district,1440421,2222711733.4601
5953,jharkhand,2021,2,gumla district,389400,873032795.9258515
5954,jharkhand,2021,2,chatra district,1183845,3030531855.554953
5955,jharkhand,2021,2,khunti district,623106,1375114068.8753088
5956,jharkhand,2021,2,dhanbad district,5334482,8209158081.62978
5957,jharkhand,2021,2,godda district,788804,1898253133.9049225
5958,jharkhand,2021,2,deoghar district,1262537,2376011132.9046144
5959,jharkhand,2021,2,palamu district,2758556,7542921519.250463
5960,jharkhand,2021,2,latehar district,706554,2053012067.274984
5961,jharkhand,2021,2,west singhbhum district,794591,1521313659.4784636
5962,jharkhand,2021,2,pakur district,337610,833572858.5864425
5963,jharkhand,2021,2,lohardaga district,339384,800493627.1009691
5964,jharkhand,2021,2,sahebganj district,703625,1910517620.5575867
5965,jharkhand,2021,2,giridih district,3689998,7492833865.491149
5966,jharkhand,2021,2,bokaro district,5268766,7412510718.099218
5967,jharkhand,2021,3,ramgarh district,2997440,4729136754.335512
5968,jharkhand,2021,3,ranchi district,18164412,29840666997.95928
5969,jharkhand,2021,3,east singhbhum district,6664581,9865148330.327866
5970,jharkhand,2021,3,jamtara district,309392,648846970.5691583
5971,jharkhand,2021,3,dumka district,738218,1457487337.7677379
5972,jharkhand,2021,3,koderma district,1915108,3791284439.1618476
5973,jharkhand,2021,3,hazaribagh district,5890582,10260697900.091328
5974,jharkhand,2021,3,simdega district,250147,660899558.6634479
5975,jharkhand,2021,3,garhwa district,1683530,4548792921.936173
5976,jharkhand,2021,3,saraikela kharsawan district,1902736,2794551681.2667665
5977,jharkhand,2021,3,gumla district,476983,1094145300.9796107
5978,jharkhand,2021,3,chatra district,1402714,3145217133.680824
5979,jharkhand,2021,3,khunti district,788933,1555491870.4693995
5980,jharkhand,2021,3,dhanbad district,7087770,10358661169.007961
5981,jharkhand,2021,3,godda district,942468,2073832346.8346558
5982,jharkhand,2021,3,deoghar district,1605675,2727738277.4550085
5983,jharkhand,2021,3,palamu district,3314946,7464641801.918359
5984,jharkhand,2021,3,latehar district,854352,2134940878.023822
5985,jharkhand,2021,3,west singhbhum district,1029963,1879543305.8712544
5986,jharkhand,2021,3,pakur district,429912,996153827.0320704
5987,jharkhand,2021,3,lohardaga district,433222,973484842.9819839
5988,jharkhand,2021,3,sahebganj district,902632,2163112863.5354643
5989,jharkhand,2021,3,giridih district,4225858,7817410903.974937
5990,jharkhand,2021,3,bokaro district,6784128,8909127705.00824
5991,jharkhand,2021,4,ramgarh district,3983583,6432497429.630726
5992,jharkhand,2021,4,ranchi district,24545152,39912526848.089005
5993,jharkhand,2021,4,east singhbhum district,8580079,12866334499.288763
5994,jharkhand,2021,4,jamtara district,420110,899430757.6446146
5995,jharkhand,2021,4,dumka district,1007415,1995978391.5600896
5996,jharkhand,2021,4,koderma district,2621669,5203974984.686633
5997,jharkhand,2021,4,hazaribagh district,7977180,13886616619.230751
5998,jharkhand,2021,4,simdega district,337680,938425675.838901
5999,jharkhand,2021,4,garhwa district,2450056,6434562133.24218
6000,jharkhand,2021,4,saraikela kharsawan district,2464688,3572566246.9868546
6001,jharkhand,2021,4,gumla district,636433,1527038244.986805
6002,jharkhand,2021,4,chatra district,1941040,4513039854.003838
6003,jharkhand,2021,4,khunti district,1041603,2066589985.050446
6004,jharkhand,2021,4,dhanbad district,9479444,14274464381.899334
6005,jharkhand,2021,4,godda district,1280918,2759418369.0632443
6006,jharkhand,2021,4,deoghar district,2254328,3870686738.9693007
6007,jharkhand,2021,4,palamu district,4766385,10484190181.850275
6008,jharkhand,2021,4,latehar district,1244068,3090427190.28729
6009,jharkhand,2021,4,west singhbhum district,1326606,2426160587.4312463
6010,jharkhand,2021,4,pakur district,569777,1387823403.0125422
6011,jharkhand,2021,4,lohardaga district,573613,1354289419.7989063
6012,jharkhand,2021,4,sahebganj district,1245223,2906816927.8439384
6013,jharkhand,2021,4,giridih district,5962192,11092190597.045721
6014,jharkhand,2021,4,bokaro district,9299800,12121069536.264236
6015,jharkhand,2022,1,ramgarh district,4563913,7357524201.067263
6016,jharkhand,2022,1,ranchi district,28253540,46123330242.43965
6017,jharkhand,2022,1,east singhbhum district,9576498,14369232011.490185
6018,jharkhand,2022,1,jamtara district,509710,1146919042.9367557
6019,jharkhand,2022,1,dumka district,1217056,2515250142.3814683
6020,jharkhand,2022,1,koderma district,3110218,6307772153.647697
6021,jharkhand,2022,1,hazaribagh district,9038043,16229125858.21476
6022,jharkhand,2022,1,simdega district,404144,1158227728.2014425
6023,jharkhand,2022,1,garhwa district,3083712,8114726164.818387
6024,jharkhand,2022,1,saraikela kharsawan district,2898782,4186515207.9306135
6025,jharkhand,2022,1,gumla district,754224,1879874426.2507083
6026,jharkhand,2022,1,chatra district,2374388,5533043421.845955
6027,jharkhand,2022,1,khunti district,1216509,2485225606.253108
6028,jharkhand,2022,1,dhanbad district,10895145,16014299345.818779
6029,jharkhand,2022,1,godda district,1566829,3345307617.917452
6030,jharkhand,2022,1,deoghar district,2703664,4605824380.020501
6031,jharkhand,2022,1,palamu district,5805932,13079772637.081738
6032,jharkhand,2022,1,latehar district,1472028,3766466584.8529816
6033,jharkhand,2022,1,west singhbhum district,1552052,2898889391.9400935
6034,jharkhand,2022,1,pakur district,707821,1905982392.0394137
6035,jharkhand,2022,1,lohardaga district,689219,1639015955.027969
6036,jharkhand,2022,1,sahebganj district,1485645,3691126213.517649
6037,jharkhand,2022,1,giridih district,7126103,13042929318.085455
6038,jharkhand,2022,1,bokaro district,9906035,13303827043.387667
6039,jharkhand,2022,2,ramgarh district,5430685,8627263910.657629
6040,jharkhand,2022,2,ranchi district,33436768,52558538612.80676
6041,jharkhand,2022,2,east singhbhum district,10983841,16073962066.52158
6042,jharkhand,2022,2,jamtara district,619795,1258716824.4797027
6043,jharkhand,2022,2,dumka district,1462611,2887204901.1222754
6044,jharkhand,2022,2,koderma district,3886718,7755155139.208385
6045,jharkhand,2022,2,hazaribagh district,11022611,19190223094.567883
6046,jharkhand,2022,2,simdega district,476399,1301745859.7078989
6047,jharkhand,2022,2,garhwa district,3818360,9098354638.470043
6048,jharkhand,2022,2,saraikela kharsawan district,3466392,4759690389.251504
6049,jharkhand,2022,2,gumla district,894409,2129816836.3231485
6050,jharkhand,2022,2,chatra district,2879443,6243395011.904849
6051,jharkhand,2022,2,khunti district,1517634,3011232151.6080604
6052,jharkhand,2022,2,dhanbad district,12714016,18944522591.96142
6053,jharkhand,2022,2,godda district,1939947,3891623258.9863048
6054,jharkhand,2022,2,deoghar district,3358367,5576372696.354474
6055,jharkhand,2022,2,palamu district,7012344,14888012258.109343
6056,jharkhand,2022,2,latehar district,1795281,3972328234.621932
6057,jharkhand,2022,2,west singhbhum district,1845089,3224899769.178769
6058,jharkhand,2022,2,pakur district,842074,2166514537.3977833
6059,jharkhand,2022,2,lohardaga district,801026,1806961503.0803266
6060,jharkhand,2022,2,sahebganj district,1792974,4274424134.7660823
6061,jharkhand,2022,2,giridih district,9232036,16356999528.590523
6062,jharkhand,2022,2,bokaro district,11696455,15638269878.460331
6063,jharkhand,2022,3,ramgarh district,5408270,7941969760.320181
6064,jharkhand,2022,3,ranchi district,39158673,58067147243.96931
6065,jharkhand,2022,3,east singhbhum district,19160036,27908242815.704754
6066,jharkhand,2022,3,jamtara district,676421,1260620645.935399
6067,jharkhand,2022,3,dumka district,1656873,2922736710.4129534
6068,jharkhand,2022,3,koderma district,3729215,6719612545.072683
6069,jharkhand,2022,3,hazaribagh district,11491587,17774103981.03254
6070,jharkhand,2022,3,simdega district,480280,1181675630.8471434
6071,jharkhand,2022,3,garhwa district,3534059,7408995093.104103
6072,jharkhand,2022,3,saraikela kharsawan district,3494650,4549539388.877192
6073,jharkhand,2022,3,gumla district,889566,1891320940.1551285
6074,jharkhand,2022,3,chatra district,2869004,5579743807.929993
6075,jharkhand,2022,3,khunti district,664562,1358819088.0725036
6076,jharkhand,2022,3,dhanbad district,14284651,20625687079.700974
6077,jharkhand,2022,3,godda district,2090055,3774386753.0280037
6078,jharkhand,2022,3,deoghar district,4037018,6301182422.022277
6079,jharkhand,2022,3,palamu district,6770650,12637980151.71046
6080,jharkhand,2022,3,latehar district,1882171,3651232343.971246
6081,jharkhand,2022,3,west singhbhum district,1924846,3064413681.831046
6082,jharkhand,2022,3,pakur district,932909,2120076141.536376
6083,jharkhand,2022,3,lohardaga district,998534,1956180288.182396
6084,jharkhand,2022,3,sahebganj district,1978228,4069365294.255315
6085,jharkhand,2022,3,giridih district,7398254,11920111086.952282
6086,jharkhand,2022,3,bokaro district,11304820,14727741169.334763
6087,jharkhand,2022,4,ramgarh district,6829219,10303594244.585339
6088,jharkhand,2022,4,ranchi district,41821467,63819119475.171
6089,jharkhand,2022,4,east singhbhum district,24875930,36996606734.88582
6090,jharkhand,2022,4,jamtara district,788453,1452980042.7320683
6091,jharkhand,2022,4,dumka district,1803301,3293615886.0002213
6092,jharkhand,2022,4,koderma district,4355218,7861436768.904085
6093,jharkhand,2022,4,hazaribagh district,13124400,20746013914.46022
6094,jharkhand,2022,4,simdega district,581669,1441320978.7525017
6095,jharkhand,2022,4,garhwa district,4570205,8930245496.96877
6096,jharkhand,2022,4,saraikela kharsawan district,3981420,5149925217.078531
6097,jharkhand,2022,4,gumla district,1097729,2389426171.4415545
6098,jharkhand,2022,4,chatra district,4086659,7692113539.161083
6099,jharkhand,2022,4,khunti district,663055,1389615318.5767865
6100,jharkhand,2022,4,dhanbad district,18383284,27724792259.010098
6101,jharkhand,2022,4,godda district,2949010,5171409110.291876
6102,jharkhand,2022,4,deoghar district,4399812,6832642718.442625
6103,jharkhand,2022,4,palamu district,8295151,15143138186.199799
6104,jharkhand,2022,4,latehar district,2253112,4319127421.563878
